amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,mood,age,avg_bpm_listened,most_listened_genre_Classical,most_listened_genre_Electronic,most_listened_genre_Hip-hop,most_listened_genre_Jazz,most_listened_genre_Pop,most_listened_genre_Rock,listening_frequency_daily,listening_frequency_hourly,listening_frequency_monthly,listening_frequency_weekly
0,0,0,0,0,0,0,1,0,3,45,171,0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,0,0,4,28,137,0,0,0,1,0,0,0,0,1,0
0,1,0,1,0,0,1,0,0,1,27,199,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,3,31,148,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,5,25,119,0,0,0,0,0,1,1,0,0,0
0,1,0,1,1,0,0,0,0,3,21,63,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,4,27,104,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,1,0,4,43,197,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,3,30,71,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,4,32,140,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,5,53,103,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,5,25,123,0,0,0,1,0,0,0,0,1,0
1,0,0,0,1,0,1,0,0,4,17,120,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,1,0,4,28,140,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,4,47,141,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,5,14,82,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,2,47,90,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,1,0,0,5,25,148,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,16,142,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,3,62,60,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,30,154,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,32,177,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,4,33,123,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,4,37,159,0,0,1,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,4,25,112,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,5,28,191,0,0,0,0,1,0,1,0,0,0
0,0,0,1,1,0,0,0,0,4,25,92,0,0,0,0,0,1,1,0,0,0
0,0,0,1,1,0,0,0,1,4,47,112,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,51,86,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,0,0,0,0,3,22,100,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,2,16,160,1,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,1,1,4,25,173,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,0,0,4,43,92,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,4,25,99,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,5,28,109,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,4,36,154,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,4,29,97,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,4,27,183,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,5,25,76,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,2,38,132,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,3,51,114,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,0,1,0,0,3,26,67,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,4,47,189,0,0,0,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,3,38,139,0,1,0,0,0,0,0,1,0,0
0,1,1,0,0,1,0,0,0,3,25,200,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,2,16,85,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,1,1,4,43,63,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0,0,0,0,3,20,133,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,3,35,108,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,3,31,109,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1,0,0,0,0,4,22,121,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0,4,47,115,0,0,1,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,2,38,160,0,0,0,0,0,1,0,0,0,1
0,0,1,0,1,0,1,0,0,3,22,97,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0,0,0,0,3,42,72,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0,3,25,192,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,1,4,43,110,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,2,16,91,0,1,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,4,30,145,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,4,22,136,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1,1,25,121,0,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,0,0,0,4,26,152,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,1,0,0,4,27,132,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,3,61,64,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,4,47,154,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,3,23,134,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,1,0,0,2,38,143,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0,0,1,0,0,4,32,162,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,1,3,42,78,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,3,25,134,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,2,16,87,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,5,28,80,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,25,125,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,1,0,4,17,162,0,1,0,0,0,0,1,0,0,0
1,0,0,0,1,1,0,0,0,5,25,108,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,1,0,0,3,35,178,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,3,22,145,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,4,37,83,0,0,1,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,2,38,161,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,2,30,100,0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,1,4,36,79,0,0,0,0,1,0,0,0,1,0
0,1,0,1,0,0,0,0,0,4,18,183,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,25,146,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,1,25,168,0,0,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,5,25,142,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,2,16,124,0,0,1,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0,1,5,28,125,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,2,35,152,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,1,4,25,63,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,3,24,86,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,3,38,85,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,0,3,23,74,0,0,1,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,2,38,194,0,0,0,1,0,0,0,0,0,1
0,1,1,0,0,0,0,0,1,2,40,179,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,5,14,104,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,1,0,1,0,3,25,84,1,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,5,25,153,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,2,16,173,1,0,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,5,28,173,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,2,19,154,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,2,35,178,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,4,33,67,0,0,0,0,1,0,0,0,1,0
1,1,0,1,0,0,0,0,0,3,35,135,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,3,24,83,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,1,1,0,0,4,22,77,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,2,38,151,1,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,1,0,1,4,32,150,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,5,25,134,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,3,25,171,0,0,0,1,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,5,25,133,0,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0,1,5,28,106,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,3,39,99,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,0,0,2,26,128,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,3,24,139,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,1,0,0,1,2,30,184,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,4,30,167,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,21,153,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,2,45,170,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,1,0,0,1,2,38,195,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1,25,96,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,5,25,182,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,3,39,65,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,3,25,109,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,1,0,1,1,5,28,182,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,1,1,3,21,141,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,2,26,101,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,3,24,108,0,0,0,1,0,0,0,1,0,0
0,1,0,1,0,1,0,0,0,3,20,134,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,4,17,139,0,0,1,0,0,0,0,0,1,0
0,1,0,1,0,1,0,0,0,4,21,127,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,1,1,0,0,3,27,168,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,1,4,21,186,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,1,4,33,168,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,1,2,35,79,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1,2,38,161,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,0,0,0,0,5,25,139,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1,25,116,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,4,51,119,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,5,28,125,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,4,21,64,0,0,1,0,0,0,0,1,0,0
0,0,0,1,1,0,1,0,0,3,51,130,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,0,0,0,0,3,27,70,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,3,23,94,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,2,45,88,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,1,4,43,125,0,1,0,0,0,0,0,0,1,0
0,1,0,1,0,0,1,0,0,2,38,95,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,5,25,63,0,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,0,0,1,27,149,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,5,28,142,0,0,0,1,0,0,0,0,0,1
0,1,1,0,0,0,0,0,1,3,25,138,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,4,62,78,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,3,27,164,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,4,17,195,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,3,24,179,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,2,5,90,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,2,45,110,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,3,27,155,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,0,1,0,0,4,29,158,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,2,25,70,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,31,131,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,4,18,158,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,1,27,110,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,51,153,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,1,1,0,0,5,28,162,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,0,3,25,73,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,3,23,140,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,27,68,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,4,18,195,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,27,166,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,3,47,189,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,2,45,90,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,4,29,138,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,4,26,85,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,2,60,133,1,0,0,0,0,0,0,1,0,0
0,1,0,1,1,0,0,0,0,1,27,119,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,51,166,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,5,28,86,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,3,19,67,0,0,0,0,0,1,0,0,1,0
0,1,1,0,0,0,0,0,1,3,25,165,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,27,178,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,4,62,147,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,3,20,200,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,3,27,141,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,0,3,51,111,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,3,47,81,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0,4,29,171,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,3,16,96,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,0,0,1,4,18,180,0,0,0,0,1,0,0,0,0,1
0,1,0,1,1,0,0,0,0,1,27,117,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,4,51,128,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,1,0,0,5,28,130,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,0,0,3,19,110,0,1,0,0,0,0,0,1,0,0
1,0,0,1,0,0,1,0,0,3,25,133,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1,0,1,0,0,3,14,136,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0,0,0,0,0,3,27,155,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,1,0,0,0,2,54,89,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,0,1,0,0,4,17,73,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,1,1,0,0,4,56,145,0,1,0,0,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,3,27,77,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,0,0,0,1,4,29,180,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,2,60,71,0,1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,3,19,120,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,4,30,169,1,0,0,0,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,1,27,117,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,51,136,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0,3,25,182,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,3,27,99,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,3,27,121,1,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,1,0,0,3,14,167,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1,1,0,0,0,3,51,162,0,1,0,0,0,0,0,0,1,0
1,0,0,1,1,0,0,0,0,4,29,162,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,3,22,110,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,2,60,135,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,17,110,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,4,24,99,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0,0,0,0,1,3,35,102,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,1,27,71,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,3,27,175,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,0,3,25,188,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,3,27,70,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,3,23,131,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,4,21,113,0,0,0,0,0,1,0,0,1,0
0,0,1,1,1,0,0,0,0,3,22,74,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,1,4,29,148,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,2,31,196,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,2,60,143,0,1,0,0,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,3,14,125,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,4,24,74,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,3,23,146,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,1,0,5,38,72,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,1,0,1,0,5,33,84,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,1,0,1,0,3,25,168,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,4,51,122,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,3,27,77,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,4,15,83,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,1,0,3,33,66,0,0,1,0,0,0,0,1,0,0
0,1,1,1,0,0,0,0,0,4,29,73,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,27,72,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,1,4,33,149,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,2,60,177,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,4,17,108,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,3,23,178,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,4,23,124,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,5,33,65,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,3,25,64,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,4,51,120,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,3,27,176,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,3,60,72,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,3,33,130,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,0,0,3,51,77,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,0,4,29,143,0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,5,14,112,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,4,25,127,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,4,23,192,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,2,60,164,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,4,23,66,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,4,30,135,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,3,27,76,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,3,33,89,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,0,1,3,51,64,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,5,14,101,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,4,29,81,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,0,4,36,102,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,1,1,0,0,5,32,118,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,4,23,197,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,4,64,95,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,1,0,0,4,23,149,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,2,60,190,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,4,33,198,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,4,27,119,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,51,63,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,1,3,20,119,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,0,0,0,0,4,17,78,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,1,0,1,4,41,186,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,4,25,128,0,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,1,3,38,84,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,23,163,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1,0,0,0,0,4,36,119,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,0,0,4,23,86,0,0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,5,18,81,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,1,0,1,1,23,113,0,0,0,1,0,0,0,0,1,0
0,1,1,0,1,0,0,0,0,2,60,141,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,4,33,144,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,4,27,198,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,51,126,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,4,41,140,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,4,23,108,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,4,25,63,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,4,23,61,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,23,115,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,1,4,26,61,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,0,0,0,4,30,112,0,1,0,0,0,0,1,0,0,0
0,1,1,0,1,0,0,0,0,2,60,129,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,4,26,172,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,4,27,110,0,1,0,0,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,4,22,185,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,0,0,3,28,61,0,0,0,0,1,0,0,1,0,0
0,1,1,0,1,0,0,0,0,3,20,98,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,3,31,102,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,1,1,0,0,4,41,146,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,1,3,51,110,0,0,0,1,0,0,0,0,0,1
0,1,0,1,0,0,1,0,0,4,27,76,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,49,61,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,3,28,155,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,1,3,22,185,1,0,0,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,4,27,131,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,0,1,0,0,2,32,191,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,1,0,4,64,76,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,0,0,1,25,143,0,0,0,0,0,1,1,0,0,0
0,0,1,1,0,1,0,0,0,4,43,182,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,3,31,99,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,4,23,98,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,0,0,0,4,25,155,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,4,50,141,0,0,1,0,0,0,0,0,0,1
